"start","end","duration_hours","n_records","segment_id","start_x","start_y","length_max","length_min","delay_max","delay_min","absolute_speed_max","absolute_speed_min","message"
2017-10-14 20:20:00,2017-10-14 20:45:00,0.4,2,"88","4134104","5629745",5166,5166,506,506,27,27,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster stationary traffic"
2017-10-14 21:25:00,2017-10-16 06:20:00,32.9,366,"88","4134104","5629745",5166,5166,506,506,27,27,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster stationary traffic"
2017-10-17 08:15:00,2017-10-20 03:05:00,66.8,756,"57","4133922 4133850","5629638 5629595",5944,5703,450,355,38,33,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.7 km queuing traffic M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.9 km queuing traffic"
2017-10-17 12:35:00,2017-10-17 22:35:00,10,72,"55","4133850","5629595",5944,5944,394,394,36,36,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.9 km queuing traffic"
2017-10-17 23:50:00,2017-10-18 02:55:00,3.1,21,"55","4133850","5629595",5944,5944,394,394,36,36,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.9 km queuing traffic"
2017-10-18 03:30:00,2017-10-18 05:25:00,1.9,13,"55","4133850","5629595",5944,5944,394,394,36,36,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.9 km queuing traffic"
2017-10-18 06:10:00,2017-10-18 20:05:00,13.9,97,"55","4133850","5629595",5944,5944,394,394,36,36,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.9 km queuing traffic"
2017-10-19 23:05:00,2017-10-19 23:10:00,0.1,2,"88","4133992","5629679",5538,5538,352,352,38,38,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.5 km queuing traffic"
2017-10-19 23:45:00,2017-10-22 21:35:00,69.8,782,"88","4133992 4134540","5629679 5630005",5538,3714,352,165,47,38,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.5 km queuing traffic M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 3.7 km slow traffic"
2017-10-20 03:45:00,2017-10-20 05:45:00,2,13,"57","4133922","5629638",5703,5703,355,355,38,38,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.7 km queuing traffic"
2017-10-21 11:30:00,2017-10-21 14:00:00,2.5,45,"59 63 64","4133992","5629679",5538,5538,352,352,38,38,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.5 km queuing traffic"
2017-10-21 14:40:00,2017-10-21 15:15:00,0.6,9,"59 63 64","4133992","5629679",5538,5538,352,352,38,38,"M18 eastbound in direction (M180)/M18/(M62)/Scunthorpe/Doncaster/Hull at Doncaster 5.5 km queuing traffic"
2017-10-24 04:35:00,2017-10-24 06:45:00,2.2,30,"75 77","4135099","5630418",1656,1656,90,90,43,43,"M18 eastbound at Doncaster 1.7 km slow traffic"
2017-11-01 00:00:00,2017-11-29 23:55:00,695.9,33408,"79 80 81 86","4135145","5630452",1493,1493,0,0,80,80,"M18 eastbound at Doncaster roadworks"
